Round,Client,BudgetK,NumBatches,NumSamples,StopBatches,Certified,Agree,Agree1,Agree2,Agree4,Agree8,Agree16
23,7,1,282,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
23,4,2,417,6664,3,1,1.0,1.0,1.0,1.0,1.0,1.0
23,6,1,412,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
23,9,2,214,3421,2,1,1.0,1.0,1.0,1.0,1.0,1.0
23,8,1,327,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
23,3,1,314,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
23,1,2,264,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
23,2,1,229,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
23,0,1,286,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
24,6,1,412,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
24,4,1,417,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
24,7,1,282,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
24,9,2,214,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
24,2,1,229,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
24,1,1,264,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
24,5,1,384,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
24,8,1,327,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
24,3,1,314,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
24,0,1,286,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
25,9,1,214,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
25,6,1,412,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
25,4,2,417,6664,3,1,1.0,1.0,1.0,1.0,1.0,1.0
25,3,1,314,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
25,5,2,384,6137,4,1,1.0,1.0,1.0,1.0,1.0,1.0
25,1,2,264,4218,2,1,1.0,1.0,1.0,1.0,1.0,1.0
25,8,2,327,5219,3,1,1.0,1.0,1.0,1.0,1.0,1.0
25,2,1,229,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
25,0,2,286,4573,3,1,1.0,1.0,1.0,1.0,1.0,1.0
25,7,1,282,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
26,3,2,314,5018,5,1,1.0,1.0,1.0,1.0,1.0,1.0
26,6,1,412,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
26,9,2,214,3421,5,1,1.0,1.0,1.0,1.0,1.0,1.0
26,7,1,282,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
26,1,1,264,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
26,5,1,384,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
26,2,1,229,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
26,8,2,327,5219,4,1,1.0,1.0,1.0,1.0,1.0,1.0
26,0,1,286,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
26,4,2,417,6664,7,1,1.0,1.0,1.0,1.0,1.0,1.0
27,7,2,282,4512,15,1,1.0,1.0,1.0,1.0,1.0,1.0
27,1,2,264,4218,9,1,1.0,1.0,1.0,1.0,1.0,1.0
27,4,1,417,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
27,0,1,286,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
27,9,1,214,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
27,2,1,229,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
27,8,2,327,5219,12,1,1.0,1.0,1.0,1.0,1.0,1.0
27,3,1,314,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
27,6,2,412,6582,15,1,1.0,1.0,1.0,1.0,1.0,1.0
27,5,1,384,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
28,6,1,412,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
28,9,2,214,3421,4,1,1.0,1.0,1.0,1.0,1.0,1.0
28,0,2,286,4573,8,1,1.0,1.0,1.0,1.0,1.0,1.0
28,8,1,327,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
28,2,1,229,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
28,5,1,384,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
28,1,1,264,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
28,3,1,314,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
28,4,1,417,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
28,7,1,282,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
29,4,1,417,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
29,0,2,286,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
29,1,1,264,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
29,9,1,214,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
29,6,1,412,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
29,8,1,327,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
29,7,1,282,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
29,3,1,314,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
29,2,1,229,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
29,5,1,384,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
30,5,2,384,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
30,1,1,264,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
30,9,2,214,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
30,4,2,417,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
30,0,1,286,4573,5,1,1.0,0.0,1.0,1.0,1.0,1.0
30,8,1,327,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
30,6,1,412,6582,6,1,1.0,0.0,0.0,1.0,1.0,1.0
30,7,1,282,4512,3,1,1.0,1.0,1.0,1.0,1.0,1.0
30,3,2,314,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
30,2,1,229,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
31,6,1,412,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
31,4,1,417,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
31,9,2,214,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
31,1,1,264,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
31,5,2,384,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
31,8,1,327,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
31,3,1,314,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
31,2,1,229,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
31,0,2,286,4573,16,0,1.0,1.0,1.0,1.0,1.0,1.0
31,7,2,282,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
32,8,1,327,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
