Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
34,2026-09-25 20:16:44,Ours,0.01,1.7672720842827,51.89,51.89,34,71.0294,1:11.03,69.4947,0.1621,1.3711,2433.1825,40:33.18,10,"4,1,6,9,8,0,5,7,3,2",4:21;1:21;6:22;9:31;8:19;0:10;5:27;7:15;3:33;2:24,"4:[5,7];1:[2,3];6:[2,3];9:[2,3,5];8:[3];0:[5];5:[2,3];7:[5];3:[5,7,8];2:[3,5]","c4:bw=21,experts=[5,7]; c1:bw=21,experts=[2,3]; c6:bw=22,experts=[2,3]; c9:bw=31,experts=[2,3,5]; c8:bw=19,experts=[3]; c0:bw=10,experts=[5]; c5:bw=27,experts=[2,3]; c7:bw=15,experts=[5]; c3:bw=33,experts=[5,7,8]; c2:bw=24,experts=[3,5]","9.0865,5.8261,9.1351,4.8095,7.1284,6.4601,8.5631,6.2547,7.1016,5.1296"
35,2026-09-25 20:17:55,Ours,0.01,1.7551834423159964,51.9,51.9,35,71.7649,1:11.76,70.164,0.171,1.4282,2504.9725,41:44.97,10,"4,0,1,6,2,8,9,7,5,3",4:15;0:9;1:14;6:20;2:21;8:23;9:12;7:22;5:19;3:11,"4:[8];0:[];1:[5];6:[5,7];2:[7,8];8:[5,7];9:[7];7:[7,8];5:[5];3:[9]","c4:bw=15,experts=[8]; c0:bw=9,experts=[]; c1:bw=14,experts=[5]; c6:bw=20,experts=[5,7]; c2:bw=21,experts=[7,8]; c8:bw=23,experts=[5,7]; c9:bw=12,experts=[7]; c7:bw=22,experts=[7,8]; c5:bw=19,experts=[5]; c3:bw=11,experts=[9]","9.1802,6.4222,5.9891,9.2911,5.2745,7.2095,4.7674,6.2540,8.4855,7.2905"
36,2026-09-25 20:19:07,Ours,0.01,1.7387313473923065,52.78,52.78,36,71.326,1:11.33,69.7734,0.169,1.3821,2576.3249,42:56.32,10,"9,0,3,7,6,5,1,4,8,2",9:17;0:16;3:27;7:12;6:20;5:22;1:4;4:34;8:23;2:23,"9:[8];0:[7];3:[10,11];7:[9];6:[8,9];5:[7,8];1:[];4:[9,10,11];8:[8,9];2:[9,10]","c9:bw=17,experts=[8]; c0:bw=16,experts=[7]; c3:bw=27,experts=[10,11]; c7:bw=12,experts=[9]; c6:bw=20,experts=[8,9]; c5:bw=22,experts=[7,8]; c1:bw=4,experts=[]; c4:bw=34,experts=[9,10,11]; c8:bw=23,experts=[8,9]; c2:bw=23,experts=[9,10]","4.7609,6.4275,6.8713,6.3956,9.0542,8.6138,5.9417,9.2215,7.3381,5.1487"
37,2026-09-25 20:20:18,Ours,0.01,1.7333210427533547,52.97,52.97,37,71.3256,1:11.33,69.6992,0.1892,1.4356,2647.6761,44:07.68,10,"1,5,2,6,4,7,9,0,3,8",1:8;5:18;2:16;6:30;4:18;7:19;9:18;0:25;3:16;8:3,"1:[];5:[9];2:[11];6:[10,11,12];4:[12];7:[10];9:[9];0:[8,9];3:[12];8:[]","c1:bw=8,experts=[]; c5:bw=18,experts=[9]; c2:bw=16,experts=[11]; c6:bw=30,experts=[10,11,12]; c4:bw=18,experts=[12]; c7:bw=19,experts=[10]; c9:bw=18,experts=[9]; c0:bw=25,experts=[8,9]; c3:bw=16,experts=[12]; c8:bw=3,experts=[]","5.9663,8.4474,5.1810,9.1486,9.1482,6.3356,4.8134,6.2816,7.0473,7.3297"
38,2026-09-25 20:21:30,Ours,0.01,1.724075440869808,52.89,52.97,37,71.539,1:11.54,69.996,0.1871,1.3498,2719.2418,45:19.24,10,"8,6,4,1,5,2,3,7,9,0",8:21;6:8;4:24;1:14;5:1;2:1;3:17;7:23;9:12;0:18,"8:[10,11];6:[];4:[13,14];1:[7];5:[];2:[];3:[13];7:[11,12];9:[10];0:[10]","c8:bw=21,experts=[10,11]; c6:bw=8,experts=[]; c4:bw=24,experts=[13,14]; c1:bw=14,experts=[7]; c5:bw=1,experts=[]; c2:bw=1,experts=[]; c3:bw=17,experts=[13]; c7:bw=23,experts=[11,12]; c9:bw=12,experts=[10]; c0:bw=18,experts=[10]","7.3995,9.0942,9.0942,5.8144,8.4235,5.0868,7.2813,6.5686,4.7768,6.4566"
39,2026-09-25 20:22:41,Ours,0.01,1.7100433282215672,53.52,53.52,39,71.3497,1:11.35,69.8253,0.1801,1.3426,2790.616,46:30.62,10,"3,0,1,7,6,8,2,4,9,5",3:12;0:1;1:20;7:18;6:14;8:20;2:16;4:16;9:11;5:34,"3:[14];0:[];1:[8,9];7:[13];6:[13];8:[12,13];2:[12];4:[15];9:[11];5:[10,11,12]","c3:bw=12,experts=[14]; c0:bw=1,experts=[]; c1:bw=20,experts=[8,9]; c7:bw=18,experts=[13]; c6:bw=14,experts=[13]; c8:bw=20,experts=[12,13]; c2:bw=16,experts=[12]; c4:bw=16,experts=[15]; c9:bw=11,experts=[11]; c5:bw=34,experts=[10,11,12]","6.8009,6.4531,5.8262,6.3282,9.2509,7.2651,5.0774,9.4175,4.8360,8.5701"
40,2026-09-25 20:23:52,Ours,0.01,1.7015374320835555,53.29,53.52,39,71.1731,1:11.17,69.5987,0.1871,1.3856,2861.8153,47:41.82,10,"8,1,5,6,2,7,3,4,9,0",8:12;1:19;5:14;6:21;2:30;7:30;3:3;4:9;9:18;0:16,"8:[14];1:[10];5:[13];6:[14,15];2:[13,14,15];7:[14,15,16];3:[];4:[];9:[12];0:[11]","c8:bw=12,experts=[14]; c1:bw=19,experts=[10]; c5:bw=14,experts=[13]; c6:bw=21,experts=[14,15]; c2:bw=30,experts=[13,14,15]; c7:bw=30,experts=[14,15,16]; c3:bw=3,experts=[]; c4:bw=9,experts=[]; c9:bw=18,experts=[12]; c0:bw=16,experts=[11]","7.2261,5.9553,8.3351,9.0134,5.1905,6.4182,6.9489,9.2153,4.9480,6.3478"
41,2026-09-25 20:25:04,Ours,0.01,1.6962439809350989,53.97,53.97,41,71.3303,1:11.33,69.807,0.165,1.3514,2933.1703,48:53.17,10,"2,6,8,1,4,5,7,3,9,0",2:24;6:1;8:26;1:4;4:23;5:28;7:31;3:18;9:24;0:1,"2:[16,17];6:[];8:[15,16];1:[];4:[16,17];5:[14,15];7:[17,18,19];3:[15];9:[13,14];0:[]","c2:bw=24,experts=[16,17]; c6:bw=1,experts=[]; c8:bw=26,experts=[15,16]; c1:bw=4,experts=[]; c4:bw=23,experts=[16,17]; c5:bw=28,experts=[14,15]; c7:bw=31,experts=[17,18,19]; c3:bw=18,experts=[15]; c9:bw=24,experts=[13,14]; c0:bw=1,experts=[]","5.1758,9.0206,7.2764,5.8073,9.3687,8.6550,6.3521,6.9770,4.8239,6.3500"
42,2026-09-25 20:26:15,Ours,0.01,1.678108121132544,54.21,54.21,42,71.5088,1:11.51,69.9332,0.1891,1.385,3004.7025,50:04.70,10,"5,1,3,9,6,0,7,4,8,2",5:23;1:22;3:22;9:23;6:16;0:7;7:9;4:25;8:19;2:18,"5:[16,17];1:[11,12];3:[16,17];9:[15,16];6:[16];0:[];7:[];4:[18,19];8:[17];2:[18]","c5:bw=23,experts=[16,17]; c1:bw=22,experts=[11,12]; c3:bw=22,experts=[16,17]; c9:bw=23,experts=[15,16]; c6:bw=16,experts=[16]; c0:bw=7,experts=[]; c7:bw=9,experts=[]; c4:bw=25,experts=[18,19]; c8:bw=19,experts=[17]; c2:bw=18,experts=[18]","8.4505,6.0161,7.2527,4.8414,8.9593,6.2738,6.1767,9.1388,7.4563,5.3677"
43,2026-09-25 20:27:26,Ours,0.01,1.6724287149898907,54.11,54.21,42,71.0991,1:11.10,69.5682,0.1727,1.3529,3075.8285,51:15.83,10,"5,1,2,8,9,7,4,6,3,0",5:24;1:26;2:23;8:21;9:14;7:10;4:16;6:5;3:29;0:10,"5:[18,19];1:[13,14];2:[19,20];8:[18,19];9:[17];7:[20];4:[20];6:[];3:[18,19];0:[12]","c5:bw=24,experts=[18,19]; c1:bw=26,experts=[13,14]; c2:bw=23,experts=[19,20]; c8:bw=21,experts=[18,19]; c9:bw=14,experts=[17]; c7:bw=10,experts=[20]; c4:bw=16,experts=[20]; c6:bw=5,experts=[]; c3:bw=29,experts=[18,19]; c0:bw=10,experts=[12]","8.5055,5.7730,5.0443,7.2470,4.8191,6.3505,9.4085,9.0283,6.9227,6.4692"
44,2026-09-25 20:28:38,Ours,0.01,1.669366107380542,53.97,54.21,42,71.2956,1:11.30,69.7283,0.169,1.3968,3147.1508,52:27.15,10,"0,3,4,2,7,5,6,9,8,1",0:30;3:21;4:13;2:17;7:34;5:11;6:9;9:17;8:16;1:20,"0:[13,14,15];3:[20,21];4:[21];2:[21];7:[21,22,23];5:[20];6:[];9:[18];8:[20];1:[15,16]","c0:bw=30,experts=[13,14,15]; c3:bw=21,experts=[20,21]; c4:bw=13,experts=[21]; c2:bw=17,experts=[21]; c7:bw=34,experts=[21,22,23]; c5:bw=11,experts=[20]; c6:bw=9,experts=[]; c9:bw=17,experts=[18]; c8:bw=16,experts=[20]; c1:bw=20,experts=[15,16]","6.4378,6.9574,9.3596,5.2411,6.1348,8.4637,9.0932,4.8972,7.2876,5.8559"
45,2026-09-25 20:29:48,Ours,0.01,1.6557738085746962,54.39,54.39,45,70.236,1:10.24,68.6897,0.1636,1.3811,3217.4151,53:37.42,10,"8,0,3,4,7,2,9,6,5,1",8:25;0:16;3:30;4:29;7:16;2:22;9:11;6:2;5:20;1:25,"8:[21,22];0:[16];3:[22,23,24];4:[22,23];7:[24];2:[22,23];9:[19];6:[];5:[21,22];1:[17,18]","c8:bw=25,experts=[21,22]; c0:bw=16,experts=[16]; c3:bw=30,experts=[22,23,24]; c4:bw=29,experts=[22,23]; c7:bw=16,experts=[24]; c2:bw=22,experts=[22,23]; c9:bw=11,experts=[19]; c6:bw=2,experts=[]; c5:bw=20,experts=[21,22]; c1:bw=25,experts=[17,18]","7.1330,6.1457,6.8705,9.1016,6.3019,5.1000,4.7237,9.2411,8.2641,5.8080"
46,2026-09-25 20:30:56,Ours,0.01,1.6478626308008484,55.05,55.05,46,67.8358,1:07.84,66.3581,0.17,1.3061,3285.2795,54:45.28,10,"9,3,6,1,4,5,2,8,0,7",9:17;3:12;6:18;1:18;4:29;5:19;2:26;8:18;0:25;7:13,"9:[20];3:[25];6:[17];1:[19];4:[24,25];5:[23];2:[24,25];8:[23];0:[17,18];7:[25]","c9:bw=17,experts=[20]; c3:bw=12,experts=[25]; c6:bw=18,experts=[17]; c1:bw=18,experts=[19]; c4:bw=29,experts=[24,25]; c5:bw=19,experts=[23]; c2:bw=26,experts=[24,25]; c8:bw=18,experts=[23]; c0:bw=25,experts=[17,18]; c7:bw=13,experts=[25]","4.7172,6.9138,8.5495,5.5266,8.9469,8.0597,4.8666,6.8218,6.0392,5.9166"
47,2026-09-25 20:32:03,Ours,0.01,1.637474299378003,55.52,55.52,47,67.5042,1:07.50,65.996,0.171,1.3319,3352.809,55:52.81,10,"5,6,7,9,8,3,4,0,1,2",5:23;6:10;7:24;9:8;8:18;3:32;4:4;0:21;1:14;2:25,"5:[24,25];6:[18];7:[26,27];9:[];8:[24];3:[27,28,29];4:[];0:[19,20];1:[20];2:[27,28]","c5:bw=23,experts=[24,25]; c6:bw=10,experts=[18]; c7:bw=24,experts=[26,27]; c9:bw=8,experts=[]; c8:bw=18,experts=[24]; c3:bw=32,experts=[27,28,29]; c4:bw=4,experts=[]; c0:bw=21,experts=[19,20]; c1:bw=14,experts=[20]; c2:bw=25,experts=[27,28]","7.9926,8.7853,5.9440,4.5450,6.8768,6.6351,8.6289,5.9724,5.6427,4.9733"
48,2026-09-25 20:33:11,Ours,0.01,1.6296487192188451,54.89,55.52,47,67.2707,1:07.27,65.7847,0.1742,1.3101,3420.1069,57:00.11,10,"1,8,4,2,9,6,5,7,0,3",1:23;8:23;4:31;2:26;9:24;6:21;5:25;7:28;0:7;3:8,"1:[21,22];8:[25,27];4:[27,28,29];2:[29,30];9:[21,22];6:[19,20];5:[27,28];7:[28,29];0:[];3:[]","c1:bw=23,experts=[21,22]; c8:bw=23,experts=[25,27]; c4:bw=31,experts=[27,28,29]; c2:bw=26,experts=[29,30]; c9:bw=24,experts=[21,22]; c6:bw=21,experts=[19,20]; c5:bw=25,experts=[27,28]; c7:bw=28,experts=[28,29]; c0:bw=7,experts=[]; c3:bw=8,experts=[]","5.5245,6.7558,8.7276,4.8837,4.5982,8.5921,8.1819,6.0141,5.9976,6.5092"
49,2026-09-25 20:34:18,Ours,0.01,1.6287607994072815,33.98,55.52,47,67.1464,1:07.15,65.6709,0.1696,1.3045,3487.2802,58:07.28,10,"4,3,8,0,2,5,6,7,9,1",4:22;3:14;8:12;0:9;2:27;5:26;6:6;7:20;9:24;1:25,"4:[30,31];3:[30];8:[28];0:[];2:[4,31];5:[29,30];6:[];7:[30,31];9:[23,24];1:[23,24]","c4:bw=22,experts=[30,31]; c3:bw=14,experts=[30]; c8:bw=12,experts=[28]; c0:bw=9,experts=[]; c2:bw=27,experts=[4,31]; c5:bw=26,experts=[29,30]; c6:bw=6,experts=[]; c7:bw=20,experts=[30,31]; c9:bw=24,experts=[23,24]; c1:bw=25,experts=[23,24]","8.6245,6.5734,6.8489,6.1902,4.9566,8.0281,8.5002,5.8963,4.5354,5.5172"
50,2026-09-25 20:35:26,Ours,0.01,1.6388039747132273,40.64,55.52,47,67.7676,1:07.77,66.2324,0.1894,1.3442,3555.0759,59:15.08,10,"8,4,7,6,2,1,3,0,9,5",8:15;4:3;7:16;6:31;2:29;1:29;3:18;0:13;9:12;5:14,"8:[29];4:[];7:[4];6:[21,22,23];2:[4,6];1:[25,27];3:[31];0:[21];9:[25];5:[31]","c8:bw=15,experts=[29]; c4:bw=3,experts=[]; c7:bw=16,experts=[4]; c6:bw=31,experts=[21,22,23]; c2:bw=29,experts=[4,6]; c1:bw=29,experts=[25,27]; c3:bw=18,experts=[31]; c0:bw=13,experts=[21]; c9:bw=12,experts=[25]; c5:bw=14,experts=[31]","6.9109,8.9799,5.9910,8.5286,4.8383,5.5009,6.5894,6.0482,4.6040,8.2412"
51,2026-09-25 20:36:33,Ours,0.01,1.6241714953167594,47.69,55.52,47,67.5559,1:07.56,66.0633,0.1779,1.3084,3622.66,1:00:22.66,10,"5,0,1,2,8,6,9,3,4,7",5:22;0:24;1:10;2:9;8:21;6:24;9:8;3:25;4:5;7:12,"5:[4,26];0:[22,23];1:[28];2:[];8:[30,31];6:[24,25];9:[];3:[4,6];4:[];7:[4]","c5:bw=22,experts=[4,26]; c0:bw=24,experts=[22,23]; c1:bw=10,experts=[28]; c2:bw=9,experts=[]; c8:bw=21,experts=[30,31]; c6:bw=24,experts=[24,25]; c9:bw=8,experts=[]; c3:bw=25,experts=[4,6]; c4:bw=5,experts=[]; c7:bw=12,experts=[4]","8.0002,5.9969,5.5331,4.8445,6.8321,8.5747,4.6770,6.7262,8.8035,6.0750"
52,2026-09-25 20:37:40,Ours,0.01,1.6125395081611855,49.03,55.52,47,67.1734,1:07.17,65.6863,0.1888,1.2969,3689.8598,1:01:29.86,10,"0,8,5,7,1,4,9,6,2,3",0:21;8:8;5:11;7:16;1:18;4:15;9:14;6:23;2:13;3:19,"0:[24,25];8:[];5:[4];7:[4];1:[29];4:[26];9:[27];6:[27,28];2:[4];3:[4]","c0:bw=21,experts=[24,25]; c8:bw=8,experts=[]; c5:bw=11,experts=[4]; c7:bw=16,experts=[4]; c1:bw=18,experts=[29]; c4:bw=15,experts=[26]; c9:bw=14,experts=[27]; c6:bw=23,experts=[27,28]; c2:bw=13,experts=[4]; c3:bw=19,experts=[4]","5.9708,6.8065,7.9639,6.0838,5.6234,8.6364,4.5204,8.6270,4.8640,6.5901"
53,2026-09-25 20:38:48,Ours,0.01,1.6029882580083914,54.0,55.52,47,67.7899,1:07.79,66.3024,0.1842,1.3019,3757.6771,1:02:37.68,10,"8,4,5,1,3,9,6,7,0,2",8:10;4:13;5:20;1:27;3:21;9:28;6:16;7:20;0:18;2:23,"8:[4];4:[4];5:[4,26];1:[30,31];3:[4,6];9:[28,29];6:[29];7:[4,26];0:[27];2:[4,26]","c8:bw=10,experts=[4]; c4:bw=13,experts=[4]; c5:bw=20,experts=[4,26]; c1:bw=27,experts=[30,31]; c3:bw=21,experts=[4,6]; c9:bw=28,experts=[28,29]; c6:bw=16,experts=[29]; c7:bw=20,experts=[4,26]; c0:bw=18,experts=[27]; c2:bw=23,experts=[4,26]","6.9056,8.9174,7.9758,5.4984,6.6852,4.5197,8.6223,6.0425,6.1777,4.9578"
54,2026-09-25 20:39:55,Ours,0.01,1.589516156779573,54.47,55.52,47,67.2909,1:07.29,65.7799,0.1899,1.3196,3824.9957,1:03:45.00,10,"2,1,8,7,3,0,6,5,9,4",2:4;1:24;8:25;7:28;3:14;0:17;6:25;5:1;9:23;4:14,"2:[];1:[4,26];8:[4,6];7:[4,6];3:[4];0:[28];6:[30,31];5:[];9:[30,31];4:[4]","c2:bw=4,experts=[]; c1:bw=24,experts=[4,26]; c8:bw=25,experts=[4,6]; c7:bw=28,experts=[4,6]; c3:bw=14,experts=[4]; c0:bw=17,experts=[28]; c6:bw=25,experts=[30,31]; c5:bw=1,experts=[]; c9:bw=23,experts=[30,31]; c4:bw=14,experts=[4]","4.8062,5.4891,6.8058,5.8700,6.5667,6.0754,8.8721,8.1079,4.5000,8.6868"
55,2026-09-25 20:41:03,Ours,0.01,1.5793745727039923,54.12,55.52,47,67.172,1:07.17,65.6773,0.1864,1.3069,3892.1977,1:04:52.20,10,"7,2,4,3,8,5,1,6,0,9",7:25;2:19;4:7;3:24;8:6;5:24;1:27;6:19;0:13;9:28,"7:[4,6];2:[4];4:[];3:[4,6];8:[];5:[4,6];1:[4,6];6:[6];0:[29];9:[4,6]","c7:bw=25,experts=[4,6]; c2:bw=19,experts=[4]; c4:bw=7,experts=[]; c3:bw=24,experts=[4,6]; c8:bw=6,experts=[]; c5:bw=24,experts=[4,6]; c1:bw=27,experts=[4,6]; c6:bw=19,experts=[6]; c0:bw=13,experts=[29]; c9:bw=28,experts=[4,6]","5.8986,4.8309,8.6956,6.7703,6.9448,7.9478,5.5390,8.5228,6.0108,4.5166"
56,2026-09-25 20:42:10,Ours,0.01,1.5672945297384506,53.84,55.52,47,67.2786,1:07.28,65.7957,0.1838,1.2976,3959.5051,1:05:59.51,10,"9,1,3,2,5,4,8,7,6,0",9:24;1:26;3:4;2:24;5:14;4:4;8:6;7:8;6:11;0:32,"9:[4,6];1:[4,26];3:[];2:[4,26];5:[4];4:[];8:[];7:[];6:[4];0:[26,30,31]","c9:bw=24,experts=[4,6]; c1:bw=26,experts=[4,26]; c3:bw=4,experts=[]; c2:bw=24,experts=[4,26]; c5:bw=14,experts=[4]; c4:bw=4,experts=[]; c8:bw=6,experts=[]; c7:bw=8,experts=[]; c6:bw=11,experts=[4]; c0:bw=32,experts=[26,30,31]","4.5543,5.6389,6.6344,4.8380,7.9881,8.6481,6.7732,5.9053,8.7397,6.0756"
57,2026-09-25 20:43:17,Ours,0.01,1.5607683638233314,58.41,58.41,57,67.1254,1:07.13,65.6322,0.1714,1.3205,4026.6579,1:07:06.66,10,"3,8,6,1,7,0,5,4,2,9",3:29;8:19;6:22;1:22;7:31;0:32;5:20;4:19;2:15;9:9,"3:[4,26];8:[4];6:[4,6];1:[4,6];7:[4,6,26];0:[4,18,26];5:[4,6];4:[4];2:[4];9:[]","c3:bw=29,experts=[4,26]; c8:bw=19,experts=[4]; c6:bw=22,experts=[4,6]; c1:bw=22,experts=[4,6]; c7:bw=31,experts=[4,6,26]; c0:bw=32,experts=[4,18,26]; c5:bw=20,experts=[4,6]; c4:bw=19,experts=[4]; c2:bw=15,experts=[4]; c9:bw=9,experts=[]","6.5492,6.8630,8.5785,5.4502,5.8679,6.0696,8.2750,8.6274,4.8255,4.5259"
58,2026-09-25 20:44:24,Ours,0.01,1.5504902609385252,59.2,59.2,58,67.0387,1:07.04,65.5545,0.1842,1.2986,4093.7232,1:08:13.72,10,"7,2,9,6,5,1,8,4,3,0",7:11;2:2;9:26;6:25;5:16;1:14;8:18;4:17;3:28;0:22,"7:[4];2:[];9:[4,6];6:[4,26];5:[4];1:[4];8:[4];4:[4];3:[4,6];0:[4,6]","c7:bw=11,experts=[4]; c2:bw=2,experts=[]; c9:bw=26,experts=[4,6]; c6:bw=25,experts=[4,26]; c5:bw=16,experts=[4]; c1:bw=14,experts=[4]; c8:bw=18,experts=[4]; c4:bw=17,experts=[4]; c3:bw=28,experts=[4,6]; c0:bw=22,experts=[4,6]","5.9742,4.8206,4.5147,8.6766,8.0171,5.4724,6.7826,8.6720,6.5670,6.0573"
59,2026-09-25 20:45:34,Ours,0.01,1.546241196658041,58.84,59.2,58,70.0108,1:10.01,68.4287,0.1841,1.3963,4163.7629,1:09:23.76,10,"2,8,9,6,1,4,7,5,0,3",2:17;8:25;9:13;6:9;1:30;4:12;7:13;5:15;0:24;3:16,"2:[4];8:[4,26];9:[4];6:[];1:[4,6,26];4:[4];7:[4];5:[4];0:[4,6];3:[4]","c2:bw=17,experts=[4]; c8:bw=25,experts=[4,26]; c9:bw=13,experts=[4]; c6:bw=9,experts=[]; c1:bw=30,experts=[4,6,26]; c4:bw=12,experts=[4]; c7:bw=13,experts=[4]; c5:bw=15,experts=[4]; c0:bw=24,experts=[4,6]; c3:bw=16,experts=[4]","4.9667,6.9657,4.4902,8.4694,5.6942,8.9678,6.3615,8.7023,6.7001,7.1109"
60,2026-09-25 20:46:46,Ours,0.01,1.5357498981632145,59.5,59.5,60,72.0573,1:12.06,70.4835,0.1822,1.3899,4235.8518,1:10:35.85,10,"0,7,4,2,5,8,6,9,1,3",0:24;7:22;4:14;2:14;5:15;8:11;6:27;9:3;1:25;3:20,"0:[4,6];7:[4,6];4:[4];2:[4];5:[4];8:[4];6:[4,26];9:[];1:[4,26];3:[4,6]","c0:bw=24,experts=[4,6]; c7:bw=22,experts=[4,6]; c4:bw=14,experts=[4]; c2:bw=14,experts=[4]; c5:bw=15,experts=[4]; c8:bw=11,experts=[4]; c6:bw=27,experts=[4,26]; c9:bw=3,experts=[]; c1:bw=25,experts=[4,26]; c3:bw=20,experts=[4,6]","6.3552,6.3037,9.3115,5.2009,8.6804,7.4977,9.2873,4.8736,5.9592,7.0139"
61,2026-09-25 20:47:59,Ours,0.01,1.535449938507903,60.13,60.13,61,72.8993,1:12.90,71.3303,0.1708,1.3966,4308.7824,1:11:48.78,10,"5,6,2,9,1,3,8,4,7,0",5:22;6:17;2:13;9:17;1:15;3:20;8:25;4:17;7:20;0:27,"5:[4,26];6:[4];2:[4];9:[4];1:[4];3:[4,26];8:[4,6];4:[4];7:[4,6];0:[4,26]","c5:bw=22,experts=[4,26]; c6:bw=17,experts=[4]; c2:bw=13,experts=[4]; c9:bw=17,experts=[4]; c1:bw=15,experts=[4]; c3:bw=20,experts=[4,26]; c8:bw=25,experts=[4,6]; c4:bw=17,experts=[4]; c7:bw=20,experts=[4,6]; c0:bw=27,experts=[4,26]","8.4980,9.3386,5.1928,4.9589,6.0055,7.1845,7.6252,9.4850,6.5390,6.5028"
62,2026-09-25 20:49:11,Ours,0.01,1.5217013148626681,59.43,60.13,61,72.0538,1:12.05,70.4758,0.1648,1.4117,4380.8671,1:13:00.87,10,"8,6,9,4,5,0,3,2,1,7",8:6;6:28;9:7;4:27;5:31;0:13;3:24;2:19;1:34;7:20,"8:[];6:[4,6];9:[];4:[4,6];5:[4,18,26];0:[4];3:[4,6];2:[4];1:[4,6,26];7:[4,6]","c8:bw=6,experts=[]; c6:bw=28,experts=[4,6]; c9:bw=7,experts=[]; c4:bw=27,experts=[4,6]; c5:bw=31,experts=[4,18,26]; c0:bw=13,experts=[4]; c3:bw=24,experts=[4,6]; c2:bw=19,experts=[4]; c1:bw=34,experts=[4,6,26]; c7:bw=20,experts=[4,6]","7.2869,9.1681,4.7880,9.3165,8.6888,6.5565,7.0891,5.2369,5.9796,6.3655"
63,2026-09-25 20:50:25,Ours,0.01,1.511828937958841,59.3,60.13,61,73.3175,1:13.32,71.7414,0.1599,1.4148,4454.2169,1:14:14.22,10,"5,9,6,3,8,1,7,0,2,4",5:4;9:10;6:15;3:24;8:14;1:23;7:31;0:19;2:13;4:24,"5:[];9:[26];6:[4];3:[4,26];8:[4];1:[4,6];7:[4,6,26];0:[4];2:[4];4:[4,6]","c5:bw=4,experts=[]; c9:bw=10,experts=[26]; c6:bw=15,experts=[4]; c3:bw=24,experts=[4,26]; c8:bw=14,experts=[4]; c1:bw=23,experts=[4,6]; c7:bw=31,experts=[4,6,26]; c0:bw=19,experts=[4]; c2:bw=13,experts=[4]; c4:bw=24,experts=[4,6]","8.5936,5.0501,9.5905,7.1875,7.3954,6.0092,6.3623,6.5498,5.3342,9.6687"
64,2026-09-25 20:51:37,Ours,0.01,1.5050051796548605,54.43,60.13,61,72.7789,1:12.78,71.1892,0.156,1.4319,4527.0282,1:15:27.03,10,"6,4,5,3,7,0,8,9,2,1",6:23;4:17;5:11;3:17;7:15;0:14;8:24;9:27;2:25;1:13,"6:[0,4];4:[0];5:[0];3:[0];7:[0];0:[0];8:[0,4];9:[0,4];2:[0,1];1:[0]","c6:bw=23,experts=[0,4]; c4:bw=17,experts=[0]; c5:bw=11,experts=[0]; c3:bw=17,experts=[0]; c7:bw=15,experts=[0]; c0:bw=14,experts=[0]; c8:bw=24,experts=[0,4]; c9:bw=27,experts=[0,4]; c2:bw=25,experts=[0,1]; c1:bw=13,experts=[0]","9.2933,9.3426,8.5360,7.1224,6.6316,6.6257,7.4004,4.9416,5.2607,6.0348"
65,2026-09-25 20:52:50,Ours,0.01,1.504266289262025,56.71,60.13,61,72.5576,1:12.56,70.9816,0.1708,1.4037,4599.6195,1:16:39.62,10,"7,5,4,6,8,3,0,2,1,9",7:4;5:13;4:26;6:23;8:30;3:19;0:19;2:13;1:26;9:21,"7:[];5:[1];4:[1,2];6:[1,4];8:[1,2,4];3:[1];0:[1];2:[2];1:[1,4];9:[1,4]","c7:bw=4,experts=[]; c5:bw=13,experts=[1]; c4:bw=26,experts=[1,2]; c6:bw=23,experts=[1,4]; c8:bw=30,experts=[1,2,4]; c3:bw=19,experts=[1]; c0:bw=19,experts=[1]; c2:bw=13,experts=[2]; c1:bw=26,experts=[1,4]; c9:bw=21,experts=[1,4]","6.3810,8.7314,9.4852,9.1698,7.2872,6.9911,6.4660,5.2389,6.2978,4.9333"
66,2026-09-25 20:54:02,Ours,0.01,1.500462606127865,57.09,60.13,61,71.9593,1:11.96,70.4074,0.18,1.3704,4671.6088,1:17:51.61,10,"2,5,1,8,9,6,4,0,3,7",2:19;5:8;1:25;8:11;9:14;6:13;4:19;0:17;3:30;7:23,"2:[3];5:[];1:[2,3];8:[3];9:[2];6:[2];4:[3];0:[2];3:[2,3,5];7:[1,2]","c2:bw=19,experts=[3]; c5:bw=8,experts=[]; c1:bw=25,experts=[2,3]; c8:bw=11,experts=[3]; c9:bw=14,experts=[2]; c6:bw=13,experts=[2]; c4:bw=19,experts=[3]; c0:bw=17,experts=[2]; c3:bw=30,experts=[2,3,5]; c7:bw=23,experts=[1,2]","5.1645,8.5040,5.8904,7.2951,4.8295,9.2980,9.5352,6.4929,7.0671,6.3307"
