Round,Client,BudgetK,NumBatches,NumSamples,StopBatches,Certified,Agree,Agree1,Agree2,Agree4,Agree8,Agree16
58,1,3,66,4218,16,0,1.0,1.0,1.0,1.0,1.0,1.0
58,4,3,105,6664,16,0,1.0,0.0,1.0,1.0,1.0,1.0
59,2,3,58,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
59,9,2,54,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
59,6,1,103,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
59,4,2,105,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
59,7,2,71,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
59,5,3,96,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
59,3,3,79,5018,16,0,1.0,1.0,1.0,1.0,1.0,1.0
60,4,3,105,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
60,2,3,58,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
60,5,3,96,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
60,8,2,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
60,9,1,54,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
61,6,3,103,6582,16,0,1.0,1.0,1.0,1.0,1.0,1.0
61,2,2,58,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
61,9,3,54,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
61,1,3,66,4218,16,0,1.0,1.0,1.0,1.0,1.0,1.0
61,4,3,105,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
62,8,1,82,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
62,9,1,54,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
62,0,2,72,4573,16,0,1.0,1.0,1.0,1.0,1.0,1.0
63,5,1,96,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
63,9,2,54,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
63,6,3,103,6582,16,0,1.0,1.0,1.0,1.0,1.0,1.0
63,8,3,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
63,2,2,58,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
64,4,3,105,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
64,5,2,96,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
64,3,3,79,5018,16,0,1.0,1.0,1.0,1.0,1.0,1.0
64,7,3,71,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
64,0,3,72,4573,16,0,1.0,1.0,1.0,1.0,1.0,1.0
64,1,2,66,4218,16,0,1.0,1.0,1.0,1.0,1.0,1.0
65,7,1,71,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
65,5,2,96,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
65,2,2,58,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
66,5,1,96,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
66,8,2,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
66,9,3,54,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
66,6,3,103,6582,16,0,1.0,1.0,1.0,1.0,1.0,1.0
66,0,3,72,4573,16,0,1.0,1.0,1.0,1.0,1.0,1.0
67,1,3,66,4218,16,0,1.0,1.0,1.0,1.0,1.0,1.0
67,3,2,79,5018,16,0,1.0,0.0,1.0,1.0,1.0,1.0
67,0,3,72,4573,16,0,1.0,1.0,1.0,1.0,1.0,1.0
67,8,1,82,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
68,8,3,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
68,0,3,72,4573,16,0,1.0,1.0,0.0,0.0,1.0,1.0
68,3,2,79,5018,16,0,1.0,0.0,1.0,1.0,1.0,1.0
68,9,1,54,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
68,7,2,71,4512,16,0,1.0,1.0,1.0,0.0,0.0,1.0
68,6,3,103,6582,16,0,1.0,1.0,1.0,1.0,1.0,1.0
69,1,3,66,4218,16,0,1.0,1.0,1.0,1.0,1.0,1.0
